giwin,lose,probability
Houston Rockets,Los Angeles Clippers,0.5343106780671889
Indiana Pacers,Chicago Bulls,0.54093911550630513
Milwaukee Bucks,Minnesota Timberwolves,0.50181733675192142
New York Knicks,New Orleans Pelicans,0.5059845689949023
San Antonio Spurs,Portland Trail Blazers,0.62346750831025355
Washington Wizards,Brooklyn Nets,0.52233497954499564
Milwaukee Bucks,Chicago Bulls,0.51687830954613379
Charlotte Hornets,Cleveland Cavaliers,0.61316552264716817
Houston Rockets,New York Knicks,0.56065797952577778
Los Angeles Clippers,Oklahoma City Thunder,0.5532731871228318
Memphis Grizzlies,Sacramento Kings,0.56648705684663381
Utah Jazz,Phoenix Suns,0.53630452774716053
Atlanta Hawks,San Antonio Spurs,0.54938398544162359
Indiana Pacers,Orlando Magic,0.51741453777099666
Los Angeles Lakers,Toronto Raptors,0.53489543197937706
Detroit Pistons,Miami Heat,0.52896153077228591
Minnesota Timberwolves,Portland Trail Blazers,0.62489819950663017
Utah Jazz,Brooklyn Nets,0.56775018581728376
Charlotte Hornets,Chicago Bulls,0.56736679607022678
Cleveland Cavaliers,New Orleans Pelicans,0.6079989837342632
Golden State Warriors,Denver Nuggets,0.51209573369572037
Houston Rockets,Washington Wizards,0.56448347419792744
Los Angeles Clippers,Phoenix Suns,0.5449669485241897
Oklahoma City Thunder,Milwaukee Bucks,0.52690053700537742
Orlando Magic,New York Knicks,0.52936438388772888
Boston Celtics,Utah Jazz,0.50620691111597849
Dallas Mavericks,Washington Wizards,0.56879977216527078
Denver Nuggets,Sacramento Kings,0.50303706570099949
Detroit Pistons,Indiana Pacers,0.51975202300490719
Los Angeles Lakers,Memphis Grizzlies,0.51268427917368331
Philadelphia 76ers,Minnesota Timberwolves,0.56988194721967678
Phoenix Suns,Miami Heat,0.56198126749059829
Toronto Raptors,San Antonio Spurs,0.51367391297183618
Charlotte Hornets,Oklahoma City Thunder,0.59679669387690737
Cleveland Cavaliers,Chicago Bulls,0.64288181184532289
Golden State Warriors,Portland Trail Blazers,0.68168539897007485
Los Angeles Clippers,Memphis Grizzlies,0.54704310323963901
Milwaukee Bucks,New York Knicks,0.50216412138917677
Atlanta Hawks,Orlando Magic,0.56159869583259958
Miami Heat,Sacramento Kings,0.51020131813710945
Dallas Mavericks,Phoenix Suns,0.55699593605499231
San Antonio Spurs,Denver Nuggets,0.50260283557791885
Charlotte Hornets,Detroit Pistons,0.50899793715672859
Houston Rockets,Oklahoma City Thunder,0.57462586782115221
Indiana Pacers,Brooklyn Nets,0.52374208497838193
Atlanta Hawks,New Orleans Pelicans,0.54190799829040615
Portland Trail Blazers,Los Angeles Lakers,0.61272406521632949
Toronto Raptors,Utah Jazz,0.56070316609425963
Philadelphia 76ers,Boston Celtics,0.54727245820430337
Cleveland Cavaliers,Brooklyn Nets,0.54686832463124468
Golden State Warriors,Memphis Grizzlies,0.5283359660126512
Los Angeles Lakers,Miami Heat,0.56892576574631759
New York Knicks,Milwaukee Bucks,0.54106314536029765
Houston Rockets,Orlando Magic,0.54195261650090587
Los Angeles Clippers,Sacramento Kings,0.58658140013211946
Washington Wizards,Minnesota Timberwolves,0.56756318668062433
New Orleans Pelicans,Boston Celtics,0.51826093943163143
Toronto Raptors,Chicago Bulls,0.52719309745800169
Dallas Mavericks,Atlanta Hawks,0.52929731166659455
Indiana Pacers,New York Knicks,0.51806128879138835
Utah Jazz,Minnesota Timberwolves,0.51820402612266392
Denver Nuggets,Oklahoma City Thunder,0.54900702447264504
Charlotte Hornets,San Antonio Spurs,0.55402457738258515
Philadelphia 76ers,Brooklyn Nets,0.61943788401599986
Los Angeles Clippers,Miami Heat,0.60239450797993077
Los Angeles Lakers,Orlando Magic,0.51804556499134891
Utah Jazz,Memphis Grizzlies,0.50625807614495788
Washington Wizards,Milwaukee Bucks,0.53720059305923251
Phoenix Suns,Cleveland Cavaliers,0.542884557491771
Portland Trail Blazers,Detroit Pistons,0.55505434444662527
Golden State Warriors,Sacramento Kings,0.63085563667814371
Toronto Raptors,Houston Rockets,0.53459694634596666
Oklahoma City Thunder,Chicago Bulls,0.52920864050936156
Dallas Mavericks,Minnesota Timberwolves,0.53443632904581628
New Orleans Pelicans,New York Knicks,0.5429292054831234
Atlanta Hawks,Brooklyn Nets,0.61242846893223013
Golden State Warriors,Miami Heat,0.58423596727322169
Houston Rockets,Charlotte Hornets,0.53658501732657671
Los Angeles Lakers,Portland Trail Blazers,0.66792401828029679
Detroit Pistons,Sacramento Kings,0.58763827438430971
Milwaukee Bucks,San Antonio Spurs,0.50334204233353108
Toronto Raptors,Boston Celtics,0.52714029129316087
Utah Jazz,Cleveland Cavaliers,0.57525518532346798
Washington Wizards,Chicago Bulls,0.5395381489438007
Washington Wizards,Boston Celtics,0.50009817467700235
Los Angeles Clippers,Orlando Magic,0.55235643425265479
Houston Rockets,Minnesota Timberwolves,0.54444620515221098
Memphis Grizzlies,Oklahoma City Thunder,0.5328492170273349
Philadelphia 76ers,New York Knicks,0.51901329072092417
Portland Trail Blazers,Cleveland Cavaliers,0.61236574339652761
New Orleans Pelicans,Brooklyn Nets,0.59159984274220645
Denver Nuggets,Indiana Pacers,0.50475690276117902
Golden State Warriors,Detroit Pistons,0.50669644467043817
Chicago Bulls,New York Knicks,0.50578856860324839
Phoenix Suns,Dallas Mavericks,0.50554796661572965
San Antonio Spurs,Los Angeles Lakers,0.5018037442085177
Atlanta Hawks,Boston Celtics,0.52877476836084092
Houston Rockets,Memphis Grizzlies,0.55472414698449324
Milwaukee Bucks,Miami Heat,0.50950945223678901
Oklahoma City Thunder,Minnesota Timberwolves,0.51417075811628576
Charlotte Hornets,Philadelphia 76ers,0.50528503624140897
Portland Trail Blazers,Orlando Magic,0.58157871763340896
Cleveland Cavaliers,Sacramento Kings,0.52948003021885837
Toronto Raptors,Brooklyn Nets,0.55626379740212217
Utah Jazz,Detroit Pistons,0.51678658828326784
New Orleans Pelicans,Chicago Bulls,0.55750023823214767
Los Angeles Clippers,Los Angeles Lakers,0.58412151992557371
Phoenix Suns,San Antonio Spurs,0.50872799794712042
Utah Jazz,Orlando Magic,0.54371690553915264
Philadelphia 76ers,Washington Wizards,0.52674491734607576
Atlanta Hawks,Milwaukee Bucks,0.57838658219612826
Houston Rockets,Brooklyn Nets,0.5934111067396487
Dallas Mavericks,Minnesota Timberwolves,0.61460004554750836
Detroit Pistons,Los Angeles Lakers,0.50898154763381354
Memphis Grizzlies,Chicago Bulls,0.50651126779074029
Oklahoma City Thunder,Sacramento Kings,0.54650506653717956
Toronto Raptors,New York Knicks,0.55063809215002668
Charlotte Hornets,Boston Celtics,0.52826209116864131
Orlando Magic,Denver Nuggets,0.5003440395688401
Golden State Warriors,Cleveland Cavaliers,0.56535911002444517
Indiana Pacers,New Orleans Pelicans,0.50378456500106228
Los Angeles Clippers,Oklahoma City Thunder,0.56702016888712525
Philadelphia 76ers,Milwaukee Bucks,0.58378758231147698
Atlanta Hawks,New York Knicks,0.56441242633788291
Phoenix Suns,Utah Jazz,0.52181319725805209
Washington Wizards,Portland Trail Blazers,0.66610993468238977
Toronto Raptors,Brooklyn Nets,0.56179244877820678
Dallas Mavericks,Chicago Bulls,0.54939666014011435
Denver Nuggets,Los Angeles Lakers,0.50358120359852054
Houston Rockets,Miami Heat,0.51746336801215542
San Antonio Spurs,Minnesota Timberwolves,0.52137826938210263
New York Knicks,Boston Celtics,0.5039844673228151
Charlotte Hornets,Portland Trail Blazers,0.72296663196812005
Atlanta Hawks,Detroit Pistons,0.52070106752663681
Golden State Warriors,Oklahoma City Thunder,0.54845706556812523
Houston Rockets,Milwaukee Bucks,0.58666096325108108
Orlando Magic,New Orleans Pelicans,0.50663203192093897
Philadelphia 76ers,Toronto Raptors,0.53521534247479507
Indiana Pacers,Sacramento Kings,0.55617745939236352
Washington Wizards,Memphis Grizzlies,0.51064347127675291
Cleveland Cavaliers,Phoenix Suns,0.61387150058993856
Los Angeles Clippers,Minnesota Timberwolves,0.60302041050988175
Dallas Mavericks,Miami Heat,0.50739703542395986
Washington Wizards,New York Knicks,0.52484379516338509
Denver Nuggets,San Antonio Spurs,0.55202189918983313
Atlanta Hawks,Chicago Bulls,0.57484701617224765
Charlotte Hornets,Toronto Raptors,0.59874135838135079
Dallas Mavericks,Utah Jazz,0.57497475017958832
Golden State Warriors,Houston Rockets,0.51214253773003104
Los Angeles Lakers,Indiana Pacers,0.52313795464720136
Sacramento Kings,Memphis Grizzlies,0.51371316810960133
Brooklyn Nets,New Orleans Pelicans,0.50029405213307088
Orlando Magic,Milwaukee Bucks,0.50069500287914326
Philadelphia 76ers,Portland Trail Blazers,0.66820918525968931
Atlanta Hawks,Philadelphia 76ers,0.50902140155623699
Boston Celtics,Portland Trail Blazers,0.64750008010802118
Sacramento Kings,Chicago Bulls,0.54064775794438613
Charlotte Hornets,Brooklyn Nets,0.58855174609255134
Cleveland Cavaliers,San Antonio Spurs,0.61879135294783505
Los Angeles Clippers,Denver Nuggets,0.52626580130833278
Detroit Pistons,Washington Wizards,0.51918574011344987
Houston Rockets,Memphis Grizzlies,0.53256400029071749
Miami Heat,Milwaukee Bucks,0.52525450453318012
Phoenix Suns,New York Knicks,0.53679188258351251
Utah Jazz,Indiana Pacers,0.54877430858340603
Dallas Mavericks,Los Angeles Lakers,0.59588298816919072
Denver Nuggets,Minnesota Timberwolves,0.55051318338967647
Golden State Warriors,Orlando Magic,0.59772109289252484
Toronto Raptors,Phoenix Suns,0.54260090309963271
Atlanta Hawks,Los Angeles Clippers,0.52583534182848968
San Antonio Spurs,Brooklyn Nets,0.58055946810848391
Charlotte Hornets,Washington Wizards,0.58680280720051092
Detroit Pistons,Sacramento Kings,0.51803453724624238
Indiana Pacers,New York Knicks,0.51806128879138835
Golden State Warriors,Miami Heat,0.57386905404498689
Houston Rockets,Milwaukee Bucks,0.55706607712651612
New Orleans Pelicans,Cleveland Cavaliers,0.52534830708009106
Utah Jazz,Oklahoma City Thunder,0.55843740750818427
Denver Nuggets,Utah Jazz,0.51049376696102766
Chicago Bulls,Orlando Magic,0.5029296554809265
Los Angeles Clippers,Philadelphia 76ers,0.50757048682192396
Phoenix Suns,Minnesota Timberwolves,0.56262459736568593
Toronto Raptors,San Antonio Spurs,0.54775985500622315
Boston Celtics,Washington Wizards,0.50698579600435945
Houston Rockets,Boston Celtics,0.52013363413821501
Miami Heat,Brooklyn Nets,0.52766650740399623
Atlanta Hawks,Chicago Bulls,0.5788298685749067
Charlotte Hornets,Golden State Warriors,0.51069982083975229
Cleveland Cavaliers,Sacramento Kings,0.62409851653582848
Dallas Mavericks,New York Knicks,0.56498297310963685
Toronto Raptors,Memphis Grizzlies,0.50019890307176063
Philadelphia 76ers,Milwaukee Bucks,0.58378758231147698
New Orleans Pelicans,Oklahoma City Thunder,0.50824370157578835
Portland Trail Blazers,Los Angeles Lakers,0.61272406521632949
Phoenix Suns,Denver Nuggets,0.50780369528156277
Indiana Pacers,Minnesota Timberwolves,0.5239320367661604
Dallas Mavericks,Oklahoma City Thunder,0.53292200549996283
Utah Jazz,Los Angeles Lakers,0.57562403819984553
Atlanta Hawks,Washington Wizards,0.55610105752424122
Orlando Magic,Boston Celtics,0.50463198525012865
Chicago Bulls,Miami Heat,0.50719470534655853
Cleveland Cavaliers,Brooklyn Nets,0.62686947230724255
Indiana Pacers,Sacramento Kings,0.52079073226477235
San Antonio Spurs,New Orleans Pelicans,0.50889030329749529
Charlotte Hornets,New York Knicks,0.55286007810862681
Philadelphia 76ers,Houston Rockets,0.50286245696517584
Portland Trail Blazers,Memphis Grizzlies,0.57634620622358934
Toronto Raptors,Milwaukee Bucks,0.57678645847936871
Charlotte Hornets,Sacramento Kings,0.58568430522177306
Golden State Warriors,Los Angeles Clippers,0.50778617326684661
Detroit Pistons,Miami Heat,0.52896153077228591
Boston Celtics,Milwaukee Bucks,0.56444074675367539
Brooklyn Nets,Minnesota Timberwolves,0.52269744481530589
Denver Nuggets,Phoenix Suns,0.51064535814564782
Utah Jazz,Memphis Grizzlies,0.53838672766216433
Atlanta Hawks,New York Knicks,0.55226033513374539
Philadelphia 76ers,Chicago Bulls,0.58603619871619883
Cleveland Cavaliers,Oklahoma City Thunder,0.63482299842852075
Indiana Pacers,Houston Rockets,0.50190916638881966
Washington Wizards,New Orleans Pelicans,0.50209846549117199
Portland Trail Blazers,Golden State Warriors,0.50985753734714878
Dallas Mavericks,San Antonio Spurs,0.53595352049056966
Toronto Raptors,Orlando Magic,0.54999708433305394
Detroit Pistons,Boston Celtics,0.53162576077058543
Dallas Mavericks,Cleveland Cavaliers,0.59551937058091853
Miami Heat,Brooklyn Nets,0.5043801912934448
Orlando Magic,Minnesota Timberwolves,0.52901877581983658
Philadelphia 76ers,Sacramento Kings,0.52174231994534681
Phoenix Suns,Memphis Grizzlies,0.50562106220904446
Houston Rockets,Sacramento Kings,0.56334951254027932
Denver Nuggets,Los Angeles Lakers,0.50358120359852054
Portland Trail Blazers,Charlotte Hornets,0.55838667868425951
Oklahoma City Thunder,San Antonio Spurs,0.51569414434232952
Toronto Raptors,New Orleans Pelicans,0.53646293557991609
Washington Wizards,New York Knicks,0.51665288885369365
Boston Celtics,Toronto Raptors,0.51226426937347691
New York Knicks,Brooklyn Nets,0.57772590846554417
Cleveland Cavaliers,Minnesota Timberwolves,0.66848180768930321
Dallas Mavericks,Philadelphia 76ers,0.5219090484405281
Memphis Grizzlies,Denver Nuggets,0.50571019640233761
Detroit Pistons,New Orleans Pelicans,0.50102427281943396
Golden State Warriors,Charlotte Hornets,0.51007127268765606
Atlanta Hawks,Miami Heat,0.53726297630238995
Chicago Bulls,Oklahoma City Thunder,0.50392072997023774
Indiana Pacers,Orlando Magic,0.52142486251597797
Los Angeles Clippers,Phoenix Suns,0.51495379751044856
Utah Jazz,Milwaukee Bucks,0.57058824938640229
Houston Rockets,Atlanta Hawks,0.5249158644778783
Golden State Warriors,Los Angeles Clippers,0.51989600075004261
Philadelphia 76ers,San Antonio Spurs,0.57283625620379475
Washington Wizards,Los Angeles Lakers,0.54824087874897609
Boston Celtics,Los Angeles Lakers,0.52771935481112697
Indiana Pacers,Brooklyn Nets,0.57337409864637467
Denver Nuggets,Milwaukee Bucks,0.52686414461746822
Detroit Pistons,Minnesota Timberwolves,0.56623709775641651
Houston Rockets,Chicago Bulls,0.58314079710743305
Memphis Grizzlies,Oklahoma City Thunder,0.5328492170273349
Toronto Raptors,Orlando Magic,0.50963903363052521
Portland Trail Blazers,Dallas Mavericks,0.57627480435139011
Phoenix Suns,Sacramento Kings,0.56854276011374849
Atlanta Hawks,Orlando Magic,0.55161975706429101
Detroit Pistons,Indiana Pacers,0.50961315085847314
Philadelphia 76ers,Miami Heat,0.54462099308608725
Memphis Grizzlies,Minnesota Timberwolves,0.53436357036865523
New York Knicks,Cleveland Cavaliers,0.50260424042273866
Phoenix Suns,Milwaukee Bucks,0.53814750546406032
Golden State Warriors,Sacramento Kings,0.63085563667814371
Denver Nuggets,San Antonio Spurs,0.55202189918983313
Utah Jazz,Charlotte Hornets,0.52015775783341389
Washington Wizards,New Orleans Pelicans,0.50237451927716847
Los Angeles Clippers,Boston Celtics,0.53054001579543741
Toronto Raptors,Brooklyn Nets,0.56179244877820678
Oklahoma City Thunder,Portland Trail Blazers,0.62632341683547343
Atlanta Hawks,Utah Jazz,0.5623179552416081
Dallas Mavericks,Denver Nuggets,0.50578329145810941
Philadelphia 76ers,Detroit Pistons,0.5280911191686839
Indiana Pacers,Oklahoma City Thunder,0.53225360440882197
San Antonio Spurs,Memphis Grizzlies,0.51934690602051137
Minnesota Timberwolves,Miami Heat,0.52224788202331718
Phoenix Suns,New Orleans Pelicans,0.51408897963668521
New York Knicks,Los Angeles Lakers,0.50298167389051029
Chicago Bulls,Sacramento Kings,0.53783489097779968
Toronto Raptors,Los Angeles Clippers,0.52419984332762448
Washington Wizards,Cleveland Cavaliers,0.54786691985635616
Charlotte Hornets,Brooklyn Nets,0.58855174609255134
Dallas Mavericks,Portland Trail Blazers,0.70794352882839751
Houston Rockets,Orlando Magic,0.56001984411745342
Atlanta Hawks,Denver Nuggets,0.53013310134687819
Washington Wizards,Brooklyn Nets,0.57392893543941392
Detroit Pistons,Los Angeles Lakers,0.54690283972924358
Golden State Warriors,Chicago Bulls,0.55709207012264828
Indiana Pacers,Cleveland Cavaliers,0.54926371566117382
Phoenix Suns,Memphis Grizzlies,0.52453831127705186
Milwaukee Bucks,Miami Heat,0.50950945223678901
Toronto Raptors,Minnesota Timberwolves,0.5121501836337542
New Orleans Pelicans,Utah Jazz,0.50420682757522395
Los Angeles Clippers,New York Knicks,0.55511925462110123
Philadelphia 76ers,San Antonio Spurs,0.51611049891416816
Boston Celtics,Sacramento Kings,0.58371868647657266
Charlotte Hornets,Houston Rockets,0.56723491516808033
Dallas Mavericks,Utah Jazz,0.57497475017958832
Oklahoma City Thunder,Cleveland Cavaliers,0.50447216161297292
Philadelphia 76ers,Orlando Magic,0.56888026285391868
Portland Trail Blazers,Boston Celtics,0.55903993999876989
Miami Heat,Brooklyn Nets,0.52766650740399623
Detroit Pistons,San Antonio Spurs,0.51239985904338958
Golden State Warriors,Memphis Grizzlies,0.58860785538711013
Los Angeles Lakers,Milwaukee Bucks,0.50942236809064712
New Orleans Pelicans,Minnesota Timberwolves,0.54258495131101414
Denver Nuggets,New York Knicks,0.55085640997968488
Phoenix Suns,Chicago Bulls,0.53454198117942198
Atlanta Hawks,Sacramento Kings,0.59569601861453747
Washington Wizards,Indiana Pacers,0.52110003161717189
Charlotte Hornets,Los Angeles Clippers,0.55696268954315853
Cleveland Cavaliers,Denver Nuggets,0.60034861517722116
Dallas Mavericks,Orlando Magic,0.56434623832745168
Houston Rockets,Phoenix Suns,0.55265440858657933
Indiana Pacers,Milwaukee Bucks,0.54453730894113983
Golden State Warriors,Oklahoma City Thunder,0.59867398530227534
Philadelphia 76ers,Miami Heat,0.56924111924839671
Utah Jazz,Boston Celtics,0.52081904069815876
Chicago Bulls,Minnesota Timberwolves,0.50544182220643064
San Antonio Spurs,New York Knicks,0.53161480015238149
New Orleans Pelicans,Sacramento Kings,0.57459279029088361
Toronto Raptors,Detroit Pistons,0.52311232592473
Memphis Grizzlies,Brooklyn Nets,0.58358331594809854
Charlotte Hornets,Philadelphia 76ers,0.54028754767998788
Dallas Mavericks,Boston Celtics,0.54161083976201885
Golden State Warriors,Denver Nuggets,0.57228950909015164
Indiana Pacers,San Antonio Spurs,0.51515811871188477
Orlando Magic,Miami Heat,0.50195805537160076
Detroit Pistons,Milwaukee Bucks,0.56840764051616377
New Orleans Pelicans,Phoenix Suns,0.50264921839976806
Portland Trail Blazers,Atlanta Hawks,0.5468028403889883
Utah Jazz,Los Angeles Clippers,0.51787523597236396
Washington Wizards,Oklahoma City Thunder,0.53084912015478347
Toronto Raptors,Chicago Bulls,0.52719309745800169
Los Angeles Lakers,Sacramento Kings,0.52142142812762782
Minnesota Timberwolves,Cleveland Cavaliers,0.50295101985505231
Philadelphia 76ers,Boston Celtics,0.54727245820430337
Milwaukee Bucks,Brooklyn Nets,0.55159046118577859
Cleveland Cavaliers,Indiana Pacers,0.62571112507217319
Denver Nuggets,Minnesota Timberwolves,0.55144078735967361
Detroit Pistons,Dallas Mavericks,0.50922066628740648
Golden State Warriors,Sacramento Kings,0.53704589482087117
Houston Rockets,Miami Heat,0.60980642694710474
Los Angeles Clippers,Atlanta Hawks,0.51716818095780637
New Orleans Pelicans,Memphis Grizzlies,0.53069604618109367
New York Knicks,Oklahoma City Thunder,0.52685675752396754
San Antonio Spurs,Orlando Magic,0.52876609376545725
Phoenix Suns,Los Angeles Lakers,0.54325920181059029
Toronto Raptors,Charlotte Hornets,0.52647980066405142
Utah Jazz,Portland Trail Blazers,0.69038338607603167
Boston Celtics,Chicago Bulls,0.5667163097077732
Indiana Pacers,Washington Wizards,0.5219414271057663
Cleveland Cavaliers,New York Knicks,0.62152987322317832
Charlotte Hornets,Detroit Pistons,0.50899793715672859
Golden State Warriors,Los Angeles Clippers,0.50778617326684661
Houston Rockets,New Orleans Pelicans,0.52213036156268644
Orlando Magic,Portland Trail Blazers,0.62725080880812611
Denver Nuggets,Sacramento Kings,0.58239323476406946
Atlanta Hawks,Miami Heat,0.60168079501368665
Phoenix Suns,Chicago Bulls,0.55139690716426215
Denver Nuggets,Brooklyn Nets,0.50599404194061315
Indiana Pacers,Memphis Grizzlies,0.51205284411630214
Los Angeles Clippers,San Antonio Spurs,0.55012134013856473
Utah Jazz,Milwaukee Bucks,0.53092453632631487
Dallas Mavericks,Minnesota Timberwolves,0.53443632904581628
Oklahoma City Thunder,Los Angeles Lakers,0.50484957405994146
Philadelphia 76ers,Washington Wizards,0.52289282312324492
Toronto Raptors,Boston Celtics,0.52714029129316087
Cleveland Cavaliers,Chicago Bulls,0.64288181184532289
Dallas Mavericks,New Orleans Pelicans,0.55089125261917882
Golden State Warriors,Brooklyn Nets,0.53998556443137358
Houston Rockets,Minnesota Timberwolves,0.6104282073443299
Miami Heat,Indiana Pacers,0.50314297913315664
Philadelphia 76ers,New York Knicks,0.57168290213170814
Atlanta Hawks,Orlando Magic,0.56159869583259958
Charlotte Hornets,Sacramento Kings,0.58436236807680964
Memphis Grizzlies,Denver Nuggets,0.50571019640233761
Boston Celtics,Detroit Pistons,0.50833574108614443
Los Angeles Clippers,Charlotte Hornets,0.52885682833606618
Los Angeles Lakers,San Antonio Spurs,0.51578933527283111
Phoenix Suns,Milwaukee Bucks,0.54910490122249223
New Orleans Pelicans,Oklahoma City Thunder,0.54107437263140978
Toronto Raptors,Portland Trail Blazers,0.69577439363656735
Washington Wizards,Utah Jazz,0.5268250504625176
Atlanta Hawks,Boston Celtics,0.53992109188944593
Cleveland Cavaliers,Milwaukee Bucks,0.64620356915117261
Dallas Mavericks,Miami Heat,0.6139807129873196
Houston Rockets,Indiana Pacers,0.56504110222348691
Toronto Raptors,New York Knicks,0.51249676310301462
Golden State Warriors,Philadelphia 76ers,0.55387076469984176
Minnesota Timberwolves,Sacramento Kings,0.50954809686233316
Denver Nuggets,Chicago Bulls,0.56537703035091624
Detroit Pistons,Portland Trail Blazers,0.6649076246241763
Charlotte Hornets,Los Angeles Lakers,0.50560648889467008
Phoenix Suns,Memphis Grizzlies,0.52453831127705186
Utah Jazz,Oklahoma City Thunder,0.51668465220980364
Golden State Warriors,Washington Wizards,0.55620553593475819
Atlanta Hawks,Dallas Mavericks,0.54623238549502617
Boston Celtics,Cleveland Cavaliers,0.52734305393078695
Los Angeles Clippers,Houston Rockets,0.5369690633428309
Philadelphia 76ers,Miami Heat,0.54462099308608725
Denver Nuggets,Milwaukee Bucks,0.56309985619198955
Detroit Pistons,New Orleans Pelicans,0.53361754654548532
New York Knicks,Orlando Magic,0.5258683917844722
Brooklyn Nets,Sacramento Kings,0.55495545831234949
Indiana Pacers,San Antonio Spurs,0.52545306424131
Toronto Raptors,Washington Wizards,0.55448150418006981
Utah Jazz,Minnesota Timberwolves,0.59464110596370323
Golden State Warriors,Chicago Bulls,0.61450705348783474
Charlotte Hornets,Phoenix Suns,0.51266971339126677
Portland Trail Blazers,Oklahoma City Thunder,0.59598537093877313
Atlanta Hawks,Cleveland Cavaliers,0.58303069991927481
Dallas Mavericks,Memphis Grizzlies,0.55906161397946252
Boston Celtics,Los Angeles Lakers,0.50494416753858973
Los Angeles Clippers,Milwaukee Bucks,0.56733776776933253
San Antonio Spurs,New Orleans Pelicans,0.50889030329749529
Orlando Magic,Miami Heat,0.52475467441509527
Philadelphia 76ers,New York Knicks,0.51901329072092417
Phoenix Suns,Oklahoma City Thunder,0.5258415279429014
Utah Jazz,Brooklyn Nets,0.54999951949531722
Washington Wizards,Toronto Raptors,0.53286288777540558
Los Angeles Clippers,Chicago Bulls,0.56960973618375821
Charlotte Hornets,Denver Nuggets,0.52398574520443408
Houston Rockets,Memphis Grizzlies,0.55472414698449324
Miami Heat,Cleveland Cavaliers,0.53000830446349556
Toronto Raptors,Milwaukee Bucks,0.52488398393395064
Detroit Pistons,Philadelphia 76ers,0.50866015690110533
Portland Trail Blazers,Brooklyn Nets,0.58773529332610852
San Antonio Spurs,Minnesota Timberwolves,0.52137826938210263
Atlanta Hawks,Indiana Pacers,0.55666098890829097
Dallas Mavericks,Oklahoma City Thunder,0.57891663022325801
Los Angeles Lakers,New Orleans Pelicans,0.50441634419312331
Golden State Warriors,New York Knicks,0.60046791899569374
Boston Celtics,Phoenix Suns,0.5120077216825083
Utah Jazz,Sacramento Kings,0.5505045694257289
Washington Wizards,Orlando Magic,0.51600601354567111
Golden State Warriors,Atlanta Hawks,0.52063950555416127
Charlotte Hornets,Indiana Pacers,0.5873527484306228
Cleveland Cavaliers,Miami Heat,0.66790227516612299
Denver Nuggets,Sacramento Kings,0.50303706570099949
Detroit Pistons,Chicago Bulls,0.53819604600321858
Los Angeles Clippers,Boston Celtics,0.52951696631538703
Brooklyn Nets,Memphis Grizzlies,0.5107577215441006
New York Knicks,Orlando Magic,0.5258683917844722
Philadelphia 76ers,Milwaukee Bucks,0.54548289591898813
Houston Rockets,San Antonio Spurs,0.54595848952880166
Utah Jazz,New Orleans Pelicans,0.53015523077307791
Dallas Mavericks,Los Angeles Lakers,0.59588298816919072
Oklahoma City Thunder,Portland Trail Blazers,0.62632341683547343
Phoenix Suns,Washington Wizards,0.51551666309247346
Atlanta Hawks,Brooklyn Nets,0.55788203779979006
Denver Nuggets,Washington Wizards,0.50418980539244074
Golden State Warriors,Boston Celtics,0.51073338107218347
Houston Rockets,Utah Jazz,0.57067360874165329
Detroit Pistons,Indiana Pacers,0.50961315085847314
Charlotte Hornets,Miami Heat,0.52559580174648524
New York Knicks,Milwaukee Bucks,0.54106314536029765
Los Angeles Clippers,Minnesota Timberwolves,0.55477665270977994
New Orleans Pelicans,Toronto Raptors,0.51026498419846289
Chicago Bulls,Orlando Magic,0.5029296554809265
Sacramento Kings,San Antonio Spurs,0.52716824324565503
Detroit Pistons,Cleveland Cavaliers,0.54652868937435539
Los Angeles Clippers,Memphis Grizzlies,0.54293769454608243
San Antonio Spurs,Oklahoma City Thunder,0.5297538205890715
Phoenix Suns,Los Angeles Lakers,0.54325920181059029
Portland Trail Blazers,Philadelphia 76ers,0.53945026568995424
Atlanta Hawks,Toronto Raptors,0.56827403815293254
Houston Rockets,Chicago Bulls,0.55935009003414526
Charlotte Hornets,Orlando Magic,0.58239869982077219
Dallas Mavericks,Brooklyn Nets,0.57056914716371732
Boston Celtics,Denver Nuggets,0.52332483274639596
Indiana Pacers,Milwaukee Bucks,0.53663654231376223
Golden State Warriors,Minnesota Timberwolves,0.6001350842404376
Washington Wizards,Sacramento Kings,0.55673737122140587
Charlotte Hornets,New Orleans Pelicans,0.5690755274174244
Dallas Mavericks,Phoenix Suns,0.55699593605499231
Detroit Pistons,New York Knicks,0.51530400574632607
Los Angeles Clippers,Philadelphia 76ers,0.50976586718411754
Atlanta Hawks,Memphis Grizzlies,0.55228009726007588
Miami Heat,Toronto Raptors,0.51493633691447138
Milwaukee Bucks,Minnesota Timberwolves,0.51016267550256644
Utah Jazz,Oklahoma City Thunder,0.51668465220980364
Orlando Magic,Cleveland Cavaliers,0.50546318477869034
Portland Trail Blazers,Washington Wizards,0.58598532524892377
Denver Nuggets,Sacramento Kings,0.58239323476406946
Golden State Warriors,San Antonio Spurs,0.60159777897534517
Boston Celtics,Chicago Bulls,0.51896816154139491
New York Knicks,Brooklyn Nets,0.57772590846554417
Houston Rockets,Cleveland Cavaliers,0.59127834486671305
Indiana Pacers,Miami Heat,0.56830584285677288
Philadelphia 76ers,Los Angeles Lakers,0.52470840415444076
Phoenix Suns,Portland Trail Blazers,0.66162581210258997
